country,year,sex,age,suicides_no,population,suicides/100k_pop,country-year,HDI_for_year,gdp_for_year,gdp_per_capita,generation
Colombia,2006,male,15-24 years,521,4229825,12.32,Colombia2006,,"162,590,146,096",4095,Millenials
Colombia,2006,male,25-34 years,408,3492325,11.68,Colombia2006,,"162,590,146,096",4095,Generation X
Colombia,2006,male,55-74 years,211,1925991,10.96,Colombia2006,,"162,590,146,096",4095,Silent
Colombia,2006,male,35-54 years,453,5261515,8.61,Colombia2006,,"162,590,146,096",4095,Boomers
Colombia,2006,female,15-24 years,197,4126897,4.77,Colombia2006,,"162,590,146,096",4095,Millenials
Colombia,2006,female,25-34 years,96,3566953,2.69,Colombia2006,,"162,590,146,096",4095,Generation X
Colombia,2006,female,35-54 years,90,5642326,1.6,Colombia2006,,"162,590,146,096",4095,Boomers
Colombia,2006,female,55-74 years,33,2234226,1.48,Colombia2006,,"162,590,146,096",4095,Silent
Colombia,2006,male,5-14 years,46,4260456,1.08,Colombia2006,,"162,590,146,096",4095,Millenials
Colombia,2006,female,5-14 years,40,4092360,0.98,Colombia2006,,"162,590,146,096",4095,Millenials
Colombia,2006,female,75+ years,4,512391,0.78,Colombia2006,,"162,590,146,096",4095,Silent
Colombia,2007,male,75+ years,67,378405,17.71,Colombia2007,,"207,416,494,642",5150,Silent
Colombia,2007,male,55-74 years,245,2018827,12.14,Colombia2007,,"207,416,494,642",5150,Silent
Colombia,2007,male,15-24 years,493,4248033,11.61,Colombia2007,,"207,416,494,642",5150,Millenials
Colombia,2007,male,25-34 years,410,3562854,11.51,Colombia2007,,"207,416,494,642",5150,Generation X
Colombia,2007,male,35-54 years,475,5364516,8.85,Colombia2007,,"207,416,494,642",5150,Boomers
Colombia,2007,female,15-24 years,208,4142290,5.02,Colombia2007,,"207,416,494,642",5150,Millenials
Colombia,2007,female,25-34 years,105,3633920,2.89,Colombia2007,,"207,416,494,642",5150,Generation X
Colombia,2007,female,35-54 years,82,5752377,1.43,Colombia2007,,"207,416,494,642",5150,Boomers
Colombia,2007,female,5-14 years,40,4066699,0.98,Colombia2007,,"207,416,494,642",5150,Generation Z
Colombia,2007,male,5-14 years,37,4234298,0.87,Colombia2007,,"207,416,494,642",5150,Generation Z
Colombia,2007,female,55-74 years,16,2339825,0.68,Colombia2007,,"207,416,494,642",5150,Silent
Colombia,2007,female,75+ years,3,533162,0.56,Colombia2007,,"207,416,494,642",5150,Silent
Colombia,2008,male,75+ years,69,392608,17.57,Colombia2008,,"243,982,437,871",5971,Silent
Colombia,2008,male,55-74 years,250,2119709,11.79,Colombia2008,,"243,982,437,871",5971,Silent
Colombia,2008,male,25-34 years,417,3641000,11.45,Colombia2008,,"243,982,437,871",5971,Generation X
Colombia,2008,male,15-24 years,479,4263159,11.24,Colombia2008,,"243,982,437,871",5971,Millenials
Colombia,2008,male,35-54 years,510,5459636,9.34,Colombia2008,,"243,982,437,871",5971,Boomers
Colombia,2008,female,15-24 years,206,4153413,4.96,Colombia2008,,"243,982,437,871",5971,Millenials
Colombia,2008,female,25-34 years,85,3709016,2.29,Colombia2008,,"243,982,437,871",5971,Generation X
Colombia,2008,female,35-54 years,82,5853848,1.4,Colombia2008,,"243,982,437,871",5971,Boomers
Colombia,2008,male,5-14 years,47,4213275,1.12,Colombia2008,,"243,982,437,871",5971,Generation Z
Colombia,2008,female,55-74 years,27,2454148,1.1,Colombia2008,,"243,982,437,871",5971,Silent
Colombia,2008,female,5-14 years,43,4045559,1.06,Colombia2008,,"243,982,437,871",5971,Generation Z
Colombia,2008,female,75+ years,5,553758,0.9,Colombia2008,,"243,982,437,871",5971,Silent
Colombia,2009,male,75+ years,72,405866,17.74,Colombia2009,,"233,821,670,544",5643,Silent
Colombia,2009,male,25-34 years,426,3715402,11.47,Colombia2009,,"233,821,670,544",5643,Generation X
Colombia,2009,male,55-74 years,252,2226378,11.32,Colombia2009,,"233,821,670,544",5643,Silent
Colombia,2009,male,15-24 years,481,4272494,11.26,Colombia2009,,"233,821,670,544",5643,Millenials
Colombia,2009,male,35-54 years,517,5552239,9.31,Colombia2009,,"233,821,670,544",5643,Boomers
Colombia,2009,female,15-24 years,207,4157810,4.98,Colombia2009,,"233,821,670,544",5643,Millenials
Colombia,2009,female,25-34 years,72,3780652,1.9,Colombia2009,,"233,821,670,544",5643,Generation X
Colombia,2009,female,55-74 years,46,2574750,1.79,Colombia2009,,"233,821,670,544",5643,Silent
Colombia,2009,female,35-54 years,87,5952480,1.46,Colombia2009,,"233,821,670,544",5643,Boomers
Colombia,2009,male,5-14 years,54,4196033,1.29,Colombia2009,,"233,821,670,544",5643,Generation Z
Colombia,2009,female,5-14 years,32,4027989,0.79,Colombia2009,,"233,821,670,544",5643,Generation Z
Colombia,2009,female,75+ years,3,574080,0.52,Colombia2009,,"233,821,670,544",5643,Silent
Colombia,2010,male,75+ years,65,418296,15.54,Colombia2010,0.706,"287,018,184,638",6836,Silent
Colombia,2010,male,25-34 years,436,3779392,11.54,Colombia2010,0.706,"287,018,184,638",6836,Generation X
Colombia,2010,male,15-24 years,480,4274849,11.23,Colombia2010,0.706,"287,018,184,638",6836,Millenials
Colombia,2010,male,55-74 years,225,2337537,9.63,Colombia2010,0.706,"287,018,184,638",6836,Silent
Colombia,2010,male,35-54 years,463,5646115,8.2,Colombia2010,0.706,"287,018,184,638",6836,Generation X
Colombia,2010,female,15-24 years,187,4154664,4.5,Colombia2010,0.706,"287,018,184,638",6836,Millenials
Colombia,2010,female,25-34 years,78,3841659,2.03,Colombia2010,0.706,"287,018,184,638",6836,Generation X
Colombia,2010,female,35-54 years,72,6052417,1.19,Colombia2010,0.706,"287,018,184,638",6836,Generation X
Colombia,2010,male,5-14 years,41,4178908,0.98,Colombia2010,0.706,"287,018,184,638",6836,Generation Z
Colombia,2010,female,5-14 years,39,4010759,0.97,Colombia2010,0.706,"287,018,184,638",6836,Generation Z
Colombia,2010,female,75+ years,5,594329,0.84,Colombia2010,0.706,"287,018,184,638",6836,Silent
Colombia,2010,female,55-74 years,16,2700178,0.59,Colombia2010,0.706,"287,018,184,638",6836,Silent
Colombia,2011,male,75+ years,60,436385,13.75,Colombia2011,0.713,"335,415,156,702",7885,Silent
Colombia,2011,male,15-24 years,450,4268385,10.54,Colombia2011,0.713,"335,415,156,702",7885,Millenials
Colombia,2011,male,25-34 years,382,3840952,9.95,Colombia2011,0.713,"335,415,156,702",7885,Millenials
Colombia,2011,male,55-74 years,231,2445112,9.45,Colombia2011,0.713,"335,415,156,702",7885,Boomers
Colombia,2011,male,35-54 years,498,5745871,8.67,Colombia2011,0.713,"335,415,156,702",7885,Generation X
Colombia,2011,female,15-24 years,159,4147875,3.83,Colombia2011,0.713,"335,415,156,702",7885,Millenials
Colombia,2011,female,25-34 years,69,3897562,1.77,Colombia2011,0.713,"335,415,156,702",7885,Millenials
Colombia,2011,female,35-54 years,87,6156452,1.41,Colombia2011,0.713,"335,415,156,702",7885,Generation X
Colombia,2011,female,55-74 years,29,2822325,1.03,Colombia2011,0.713,"335,415,156,702",7885,Boomers
Colombia,2011,male,5-14 years,41,4163139,0.98,Colombia2011,0.713,"335,415,156,702",7885,Generation Z
Colombia,2011,female,5-14 years,34,3995726,0.85,Colombia2011,0.713,"335,415,156,702",7885,Generation Z
Colombia,2011,female,75+ years,4,618521,0.65,Colombia2011,0.713,"335,415,156,702",7885,Silent
Colombia,2012,male,75+ years,69,453582,15.21,Colombia2012,0.715,"369,659,700,376",8586,Silent
Colombia,2012,male,15-24 years,486,4254495,11.42,Colombia2012,0.715,"369,659,700,376",8586,Millenials
Colombia,2012,male,25-34 years,412,3891260,10.59,Colombia2012,0.715,"369,659,700,376",8586,Millenials
Colombia,2012,male,55-74 years,266,2556199,10.41,Colombia2012,0.715,"369,659,700,376",8586,Boomers
Colombia,2012,male,35-54 years,455,5846650,7.78,Colombia2012,0.715,"369,659,700,376",8586,Generation X
Colombia,2012,female,15-24 years,151,4133625,3.65,Colombia2012,0.715,"369,659,700,376",8586,Millenials
Colombia,2012,female,25-34 years,73,3942505,1.85,Colombia2012,0.715,"369,659,700,376",8586,Millenials
Colombia,2012,female,55-74 years,41,2948489,1.39,Colombia2012,0.715,"369,659,700,376",8586,Boomers
Colombia,2012,female,35-54 years,83,6261133,1.33,Colombia2012,0.715,"369,659,700,376",8586,Generation X
Colombia,2012,male,5-14 years,44,4146398,1.06,Colombia2012,0.715,"369,659,700,376",8586,Generation Z
Colombia,2012,female,75+ years,6,642251,0.93,Colombia2012,0.715,"369,659,700,376",8586,Silent
Colombia,2012,female,5-14 years,33,3979277,0.83,Colombia2012,0.715,"369,659,700,376",8586,Generation Z
Colombia,2013,male,75+ years,69,470105,14.68,Colombia2013,0.718,"380,191,881,860",8731,Silent
Colombia,2013,male,15-24 years,450,4235904,10.62,Colombia2013,0.718,"380,191,881,860",8731,Millenials
Colombia,2013,male,55-74 years,260,2672132,9.73,Colombia2013,0.718,"380,191,881,860",8731,Boomers
Colombia,2013,male,25-34 years,381,3931611,9.69,Colombia2013,0.718,"380,191,881,860",8731,Millenials
Colombia,2013,male,35-54 years,462,5947520,7.77,Colombia2013,0.718,"380,191,881,860",8731,Generation X
Colombia,2013,female,15-24 years,141,4114036,3.43,Colombia2013,0.718,"380,191,881,860",8731,Millenials
Colombia,2013,female,25-34 years,81,3977885,2.04,Colombia2013,0.718,"380,191,881,860",8731,Millenials
Colombia,2013,female,35-54 years,101,6365459,1.59,Colombia2013,0.718,"380,191,881,860",8731,Generation X
Colombia,2013,female,55-74 years,41,3079952,1.33,Colombia2013,0.718,"380,191,881,860",8731,Boomers
Colombia,2013,male,5-14 years,41,4126269,0.99,Colombia2013,0.718,"380,191,881,860",8731,Generation Z
Colombia,2013,female,5-14 years,36,3959475,0.91,Colombia2013,0.718,"380,191,881,860",8731,Generation Z
Colombia,2013,female,75+ years,5,665950,0.75,Colombia2013,0.718,"380,191,881,860",8731,Silent
Colombia,2014,male,75+ years,83,486197,17.07,Colombia2014,0.72,"378,195,716,714",8591,Silent
Colombia,2014,male,15-24 years,480,4216293,11.38,Colombia2014,0.72,"378,195,716,714",8591,Millenials
Colombia,2014,male,55-74 years,283,2795271,10.12,Colombia2014,0.72,"378,195,716,714",8591,Boomers
Colombia,2014,male,25-34 years,395,3965410,9.96,Colombia2014,0.72,"378,195,716,714",8591,Millenials
Colombia,2014,male,35-54 years,477,6046987,7.89,Colombia2014,0.72,"378,195,716,714",8591,Generation X
Colombia,2014,female,15-24 years,132,4092325,3.23,Colombia2014,0.72,"378,195,716,714",8591,Millenials
Colombia,2014,female,25-34 years,82,4007103,2.05,Colombia2014,0.72,"378,195,716,714",8591,Millenials
Colombia,2014,female,55-74 years,43,3219142,1.34,Colombia2014,0.72,"378,195,716,714",8591,Boomers
Colombia,2014,female,35-54 years,82,6467724,1.27,Colombia2014,0.72,"378,195,716,714",8591,Generation X
Colombia,2014,male,5-14 years,37,4100740,0.9,Colombia2014,0.72,"378,195,716,714",8591,Generation Z
Colombia,2014,female,75+ years,5,690028,0.72,Colombia2014,0.72,"378,195,716,714",8591,Silent
Colombia,2014,female,5-14 years,27,3934580,0.69,Colombia2014,0.72,"378,195,716,714",8591,Generation Z
Colombia,2015,male,75+ years,82,502228,16.33,Colombia2015,,"291,519,591,533",6552,Silent
Colombia,2015,male,15-24 years,473,4197599,11.27,Colombia2015,,"291,519,591,533",6552,Millenials
Colombia,2015,male,55-74 years,317,2926656,10.83,Colombia2015,,"291,519,591,533",6552,Boomers
Colombia,2015,male,25-34 years,379,3994717,9.49,Colombia2015,,"291,519,591,533",6552,Millenials
Colombia,2015,male,35-54 years,560,6143478,9.12,Colombia2015,,"291,519,591,533",6552,Generation X
Colombia,2015,female,15-24 years,176,4070390,4.32,Colombia2015,,"291,519,591,533",6552,Millenials
Colombia,2015,female,25-34 years,111,4031995,2.75,Colombia2015,,"291,519,591,533",6552,Millenials
Colombia,2015,female,35-54 years,96,6566323,1.46,Colombia2015,,"291,519,591,533",6552,Generation X
Colombia,2015,female,75+ years,10,715044,1.4,Colombia2015,,"291,519,591,533",6552,Silent
Colombia,2015,female,55-74 years,45,3367078,1.34,Colombia2015,,"291,519,591,533",6552,Boomers
Colombia,2015,female,5-14 years,44,3904896,1.13,Colombia2015,,"291,519,591,533",6552,Generation Z
Colombia,2015,male,5-14 years,39,4070023,0.96,Colombia2015,,"291,519,591,533",6552,Generation Z
Costa Rica,1985,male,35-54 years,32,218000,14.68,Costa Rica1985,0.623,"4,796,628,461",2145,Silent
Costa Rica,1985,male,25-34 years,32,219000,14.61,Costa Rica1985,0.623,"4,796,628,461",2145,Boomers
Costa Rica,1985,male,55-74 years,12,91000,13.19,Costa Rica1985,0.623,"4,796,628,461",2145,G.I. Generation
Costa Rica,1985,male,15-24 years,33,285800,11.55,Costa Rica1985,0.623,"4,796,628,461",2145,Generation X
Costa Rica,1985,male,75+ years,1,13000,7.69,Costa Rica1985,0.623,"4,796,628,461",2145,G.I. Generation
Costa Rica,1985,female,15-24 years,8,274800,2.91,Costa Rica1985,0.623,"4,796,628,461",2145,Generation X
Costa Rica,1985,female,25-34 years,3,214000,1.4,Costa Rica1985,0.623,"4,796,628,461",2145,Boomers
Costa Rica,1985,female,35-54 years,3,216000,1.39,Costa Rica1985,0.623,"4,796,628,461",2145,Silent
Costa Rica,1985,female,55-74 years,1,97000,1.03,Costa Rica1985,0.623,"4,796,628,461",2145,G.I. Generation
Costa Rica,1985,male,5-14 years,2,300800,0.66,Costa Rica1985,0.623,"4,796,628,461",2145,Generation X
Costa Rica,1985,female,5-14 years,1,288800,0.35,Costa Rica1985,0.623,"4,796,628,461",2145,Generation X
Costa Rica,1985,female,75+ years,0,18000,0,Costa Rica1985,0.623,"4,796,628,461",2145,G.I. Generation
Costa Rica,1986,male,75+ years,3,13300,22.56,Costa Rica1986,,"5,477,895,475",2389,G.I. Generation
Costa Rica,1986,male,35-54 years,48,223500,21.48,Costa Rica1986,,"5,477,895,475",2389,Silent
Costa Rica,1986,male,55-74 years,20,93300,21.44,Costa Rica1986,,"5,477,895,475",2389,G.I. Generation
Costa Rica,1986,male,25-34 years,26,224600,11.58,Costa Rica1986,,"5,477,895,475",2389,Boomers
Costa Rica,1986,male,15-24 years,20,293100,6.82,Costa Rica1986,,"5,477,895,475",2389,Generation X
Costa Rica,1986,female,15-24 years,7,281700,2.48,Costa Rica1986,,"5,477,895,475",2389,Generation X
Costa Rica,1986,female,55-74 years,1,99500,1.01,Costa Rica1986,,"5,477,895,475",2389,G.I. Generation
Costa Rica,1986,female,25-34 years,2,219400,0.91,Costa Rica1986,,"5,477,895,475",2389,Boomers
Costa Rica,1986,female,35-54 years,2,221500,0.9,Costa Rica1986,,"5,477,895,475",2389,Silent
Costa Rica,1986,female,5-14 years,1,296100,0.34,Costa Rica1986,,"5,477,895,475",2389,Generation X
Costa Rica,1986,male,5-14 years,1,308400,0.32,Costa Rica1986,,"5,477,895,475",2389,Generation X
Costa Rica,1986,female,75+ years,0,18500,0,Costa Rica1986,,"5,477,895,475",2389,G.I. Generation
Costa Rica,1987,male,75+ years,5,14000,35.71,Costa Rica1987,,"5,841,132,962",2433,G.I. Generation
Costa Rica,1987,male,35-54 years,34,234100,14.52,Costa Rica1987,,"5,841,132,962",2433,Silent
Costa Rica,1987,male,25-34 years,29,235100,12.34,Costa Rica1987,,"5,841,132,962",2433,Boomers
Costa Rica,1987,male,15-24 years,22,306700,7.17,Costa Rica1987,,"5,841,132,962",2433,Generation X
Costa Rica,1987,male,55-74 years,7,97700,7.16,Costa Rica1987,,"5,841,132,962",2433,G.I. Generation
Costa Rica,1987,female,25-34 years,8,229800,3.48,Costa Rica1987,,"5,841,132,962",2433,Boomers
Costa Rica,1987,female,15-24 years,7,295000,2.37,Costa Rica1987,,"5,841,132,962",2433,Generation X
Costa Rica,1987,female,35-54 years,5,231900,2.16,Costa Rica1987,,"5,841,132,962",2433,Silent
Costa Rica,1987,female,5-14 years,2,310000,0.65,Costa Rica1987,,"5,841,132,962",2433,Generation X
Costa Rica,1987,female,55-74 years,0,104200,0,Costa Rica1987,,"5,841,132,962",2433,G.I. Generation
Costa Rica,1987,female,75+ years,0,19300,0,Costa Rica1987,,"5,841,132,962",2433,G.I. Generation
Costa Rica,1987,male,5-14 years,0,322900,0,Costa Rica1987,,"5,841,132,962",2433,Generation X
Costa Rica,1988,male,75+ years,4,14300,27.97,Costa Rica1988,,"6,063,759,371",2460,G.I. Generation
Costa Rica,1988,male,35-54 years,49,240300,20.39,Costa Rica1988,,"6,063,759,371",2460,Silent
Costa Rica,1988,male,55-74 years,14,100400,13.94,Costa Rica1988,,"6,063,759,371",2460,G.I. Generation
Costa Rica,1988,male,25-34 years,32,241400,13.26,Costa Rica1988,,"6,063,759,371",2460,Boomers
Costa Rica,1988,male,15-24 years,22,315000,6.98,Costa Rica1988,,"6,063,759,371",2460,Generation X
Costa Rica,1988,female,15-24 years,8,302900,2.64,Costa Rica1988,,"6,063,759,371",2460,Generation X
Costa Rica,1988,female,25-34 years,6,235900,2.54,Costa Rica1988,,"6,063,759,371",2460,Boomers
Costa Rica,1988,female,35-54 years,3,238000,1.26,Costa Rica1988,,"6,063,759,371",2460,Silent
Costa Rica,1988,female,5-14 years,0,318500,0,Costa Rica1988,,"6,063,759,371",2460,Generation X
Costa Rica,1988,female,55-74 years,0,107000,0,Costa Rica1988,,"6,063,759,371",2460,G.I. Generation
Costa Rica,1988,female,75+ years,0,19900,0,Costa Rica1988,,"6,063,759,371",2460,G.I. Generation
Costa Rica,1988,male,5-14 years,0,331600,0,Costa Rica1988,,"6,063,759,371",2460,Generation X
Costa Rica,1989,male,25-34 years,50,259000,19.31,Costa Rica1989,,"6,866,402,028",2686,Boomers
Costa Rica,1989,male,55-74 years,19,109000,17.43,Costa Rica1989,,"6,866,402,028",2686,G.I. Generation
Costa Rica,1989,male,35-54 years,40,264000,15.15,Costa Rica1989,,"6,866,402,028",2686,Silent
Costa Rica,1989,male,75+ years,2,16000,12.5,Costa Rica1989,,"6,866,402,028",2686,G.I. Generation
Costa Rica,1989,male,15-24 years,23,293000,7.85,Costa Rica1989,,"6,866,402,028",2686,Generation X
Costa Rica,1989,female,15-24 years,12,282000,4.26,Costa Rica1989,,"6,866,402,028",2686,Generation X
Costa Rica,1989,female,35-54 years,9,262000,3.44,Costa Rica1989,,"6,866,402,028",2686,Silent
Costa Rica,1989,female,25-34 years,7,251000,2.79,Costa Rica1989,,"6,866,402,028",2686,Boomers
Costa Rica,1989,female,55-74 years,1,115000,0.87,Costa Rica1989,,"6,866,402,028",2686,G.I. Generation
Costa Rica,1989,female,5-14 years,2,334000,0.6,Costa Rica1989,,"6,866,402,028",2686,Generation X
Costa Rica,1989,male,5-14 years,2,349000,0.57,Costa Rica1989,,"6,866,402,028",2686,Generation X
Costa Rica,1989,female,75+ years,0,22000,0,Costa Rica1989,,"6,866,402,028",2686,G.I. Generation
Costa Rica,1990,male,75+ years,5,19000,26.32,Costa Rica1990,0.652,"7,403,457,319",2817,G.I. Generation
Costa Rica,1990,male,35-54 years,49,276000,17.75,Costa Rica1990,0.652,"7,403,457,319",2817,Silent
Costa Rica,1990,male,55-74 years,15,113000,13.27,Costa Rica1990,0.652,"7,403,457,319",2817,G.I. Generation
Costa Rica,1990,male,15-24 years,35,294000,11.9,Costa Rica1990,0.652,"7,403,457,319",2817,Generation X
Costa Rica,1990,male,25-34 years,31,267000,11.61,Costa Rica1990,0.652,"7,403,457,319",2817,Boomers
Costa Rica,1990,female,75+ years,1,23800,4.2,Costa Rica1990,0.652,"7,403,457,319",2817,G.I. Generation
Costa Rica,1990,female,35-54 years,6,273000,2.2,Costa Rica1990,0.652,"7,403,457,319",2817,Silent
Costa Rica,1990,female,15-24 years,5,283000,1.77,Costa Rica1990,0.652,"7,403,457,319",2817,Generation X
Costa Rica,1990,female,55-74 years,2,119000,1.68,Costa Rica1990,0.652,"7,403,457,319",2817,G.I. Generation
Costa Rica,1990,female,25-34 years,3,259000,1.16,Costa Rica1990,0.652,"7,403,457,319",2817,Boomers
Costa Rica,1990,male,5-14 years,4,358000,1.12,Costa Rica1990,0.652,"7,403,457,319",2817,Generation X
Costa Rica,1990,female,5-14 years,1,343000,0.29,Costa Rica1990,0.652,"7,403,457,319",2817,Generation X
Costa Rica,1991,male,35-54 years,41,289000,14.19,Costa Rica1991,,"7,168,999,428",2651,Boomers
